UImage,LImage,AF_rep,AM_rep,CF_rep,CM_rep,Upper_Image,Lower_Image,TrailType,TrialType,Prac_Loop.thisRepN,Prac_Loop.thisTrialN,Prac_Loop.thisN,Prac_Loop.thisIndex,BlockTrail.thisRepN,BlockTrail.thisTrialN,BlockTrail.thisN,BlockTrail.thisIndex,AF_Loop.thisRepN,AF_Loop.thisTrialN,AF_Loop.thisN,AF_Loop.thisIndex,AM_Loop.thisRepN,AM_Loop.thisTrialN,AM_Loop.thisN,AM_Loop.thisIndex,CF_Loop.thisRepN,CF_Loop.thisTrialN,CF_Loop.thisN,CF_Loop.thisIndex,CM_Loop.thisRepN,CM_Loop.thisTrialN,CM_Loop.thisN,CM_Loop.thisIndex,AFcondition_file,AMcondition_file,CFcondition_file,CMcondition_file,InstrText.started,InstrText.stopped,InstrKey.keys,InstrKey.rt,InstrKey.started,InstrKey.stopped,Fixation0.started,Fixation0.stopped,Upper_image.started,Upper_image.stopped,Lower_image.started,Lower_image.stopped,PracMouse.x,PracMouse.y,PracMouse.leftButton,PracMouse.midButton,PracMouse.rightButton,PracMouse.clicked_name,PracMouse.clicked_pos,PracMouse.started,PracMouse.stopped,BlankTest.started,BlankTest.stopped,BreakText.started,BreakText.stopped,Prac_Key.keys,Prac_Key.rt,Prac_Key.started,Prac_Key.stopped,Fixation4.started,Fixation4.stopped,CM_image_1.started,CM_image_1.stopped,CM_image_2.started,CM_image_2.stopped,CMMouse.x,CMMouse.y,CMMouse.leftButton,CMMouse.midButton,CMMouse.rightButton,CMMouse.clicked_name,CMMouse.clicked_pos,CMMouse.started,CMMouse.stopped,Fixation2.started,Fixation2.stopped,AM_image_1.started,AM_image_1.stopped,AM_imgae_2.started,AM_imgae_2.stopped,AMMouse.x,AMMouse.y,AMMouse.leftButton,AMMouse.midButton,AMMouse.rightButton,AMMouse.started,AMMouse.stopped,Fixation.started,Fixation.stopped,AF_image_1.started,AF_image_1.stopped,AF_image_2.started,AF_image_2.stopped,AFMouse.x,AFMouse.y,AFMouse.leftButton,AFMouse.midButton,AFMouse.rightButton,AFMouse.clicked_name,AFMouse.clicked_pos,AFMouse.started,AFMouse.stopped,Fixation3.started,Fixation3.stopped,CF_image_1.started,CF_image_1.stopped,CF_image_2.started,CF_image_2.stopped,CFMouse.x,CFMouse.y,CFMouse.leftButton,CFMouse.midButton,CFMouse.rightButton,CFMouse.clicked_name,CFMouse.clicked_pos,CFMouse.started,CFMouse.stopped,text.started,text.stopped,participant,gender,age,session,date,expName,psychopyVersion,frameRate,
,,0,1,0,0,materials/Asian/Male/S_A_M_04_250.png,materials/Asian/Male/S_A_M_04_250.png,,S,,,,,0,1,1,1,,,,,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.07454480200249,None,,,,,,,,,,,,,,,,,,,,,,97.57494731500628,98.07437569499598,98.07437569499598,None,98.07437569499598,None,-0.010416666666666666,-0.15069444444444444,0,0,0,0.5132276906660991,0.5132276906660991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,1,0,0,materials/Asian/Male/S_A_M_08_250.png,materials/Asian/Male/S_A_M_08_250.png,,S,,,,,0,1,1,1,,,,,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.07496002099651,None,,,,,,,,,,,,,,,,,,,,,,101.57546423400345,102.09125675400719,102.07449056299811,None,102.07449056299811,None,0.011805555555555555,-0.06319444444444444,0,0,0,0.5119238896440947,0.5119238896440947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,1,0,0,materials/Asian/Male/S_A_M_01_250.png,materials/Asian/Male/S_A_M_01_250.png,,S,,,,,0,1,1,1,,,,,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.07511878499645,None,,,,,,,,,,,,,,,,,,,,,,105.575588496009,106.07470902900968,106.07470902900968,None,106.07470902900968,None,0.011805555555555555,0.07083333333333333,0,0,0,0.5131202336633578,0.5131202336633578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,1,0,0,materials/Asian/Male/L_A_M_01_270.png,materials/Asian/Male/S_A_M_01_250.png,,DLU,,,,,0,1,1,1,,,,,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.07506513199769,None,,,,,,,,,,,,,,,,,,,,,,109.57584632500948,110.07483664200117,110.07483664200117,None,110.07483664200117,None,0.00625,0.1486111111111111,0,0,0,0.5124199976562522,0.5124199976562522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,1,0,0,materials/Asian/Male/S_A_M_06_250.png,materials/Asian/Male/S_A_M_06_250.png,,S,,,,,0,1,1,1,,,,,0,13,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.07521949800139,None,,,,,,,,,,,,,,,,,,,,,,113.57594486000016,114.07528730700142,114.07528730700142,None,114.07528730700142,None,0.0,0.0,0,0,0,0.5126662486582063,0.5126662486582063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,1,0,0,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/L_A_F_07_270.png,materials/Asian/Female/S_A_F_07_250.png,,DLU,,,,,0,2,2,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.20892587100388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.61090257200703,118.12597775000904,118.09248904899869,None,118.09248904899869,None,0.009027777777777777,0.21180555555555555,1,0,0,AF_image_1,[0.   0.16],0.5109839783399366,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_01_250.png,materials/Asian/Female/L_A_F_01_270.png,,DLD,,,,,0,2,2,0,0,1,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.70870216700132,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.7097278470028,120.20882542400796,120.20882542400796,None,120.20882542400796,None,-0.004166666666666667,-0.1423611111111111,1,0,0,AF_image_2,[ 0.   -0.16],0.512432486662874,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_10_250.png,materials/Asian/Female/S_A_F_10_250.png,,S,,,,,0,2,2,0,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.27590066099947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.2273295490013,121.74234512200928,121.70914641000854,None,121.70914641000854,None,-0.009027777777777777,-0.1326388888888889,1,0,0,AF_image_2,[ 0.   -0.16],0.5102009986585472,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_04_250.png,materials/Asian/Female/S_A_F_04_250.png,,S,,,,,0,2,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.74236164100876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.77653221999935,123.29239589099598,123.27569181499712,None,123.27569181499712,None,0.0,0.11875,1,0,0,AF_image_1,[0.   0.16],0.5132737516687484,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_08_250.png,materials/Asian/Female/S_A_F_08_250.png,,S,,,,,0,2,2,0,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.20911990500463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.24329960800242,124.74250657499942,124.74250657499942,None,124.74250657499942,None,0.002777777777777778,-0.16041666666666668,1,0,0,AF_image_2,[ 0.   -0.16],0.5123804196628043,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_09_250.png,materials/Asian/Female/S_A_F_09_250.png,,S,,,,,0,2,2,0,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.67576529200596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.70989597200241,126.20927492099872,126.20927492099872,None,126.20927492099872,None,0.00625,0.14375,1,0,0,AF_image_1,[0.   0.16],0.5125433916691691,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_01_250.png,materials/Asian/Female/S_A_F_01_250.png,,S,,,,,0,2,2,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.10886146200937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.17672951200802,127.6757921630051,127.6757921630051,None,127.6757921630051,None,-0.004166666666666667,-0.16111111111111112,1,0,0,AF_image_2,[ 0.   -0.16],0.512595637657796,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/L_A_F_08_270.png,materials/Asian/Female/S_A_F_08_250.png,,DLU,,,,,0,2,2,0,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.57518470400828,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.61034366700915,129.12597073499637,129.10916034500406,None,129.10916034500406,None,0.016666666666666666,0.07708333333333334,0,0,0,AF_image_1,[0.   0.16],0.5116266776603879,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_07_250.png,materials/Asian/Female/S_A_F_07_250.png,,S,,,,,0,2,2,0,0,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.27594928600593,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0768379200017,130.59258957000566,130.5758277260029,None,130.5758277260029,None,-0.00625,-0.14097222222222222,1,0,0,AF_image_2,[ 0.   -0.16],0.5119858686666703,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_05_250.png,materials/Asian/Female/L_A_F_05_270.png,,DLD,,,,,0,2,2,0,0,9,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.7755170199962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.77648220599804,133.27592268800072,133.27592268800072,None,133.27592268800072,None,0.018055555555555554,0.11388888888888889,1,0,0,AF_image_1,[0.   0.16],0.5130239006539341,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_03_250.png,materials/Asian/Female/S_A_F_03_250.png,,S,,,,,0,2,2,0,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.25955725299718,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.27690116100712,134.77592242800165,134.77592242800165,None,134.77592242800165,None,-0.005555555555555556,-0.17569444444444443,1,0,0,AF_image_2,[ 0.   -0.16],0.5134999036527006,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_05_250.png,materials/Asian/Female/S_A_F_05_250.png,,S,,,,,0,2,2,0,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.02644866600167,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.76075585299986,136.27612702400074,136.25975280700368,None,136.25975280700368,None,0.009027777777777777,0.1986111111111111,1,0,0,AF_image_1,[0.   0.16],0.5133638516563224,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_02_250.png,materials/Asian/Female/S_A_F_02_250.png,,S,,,,,0,2,2,0,0,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.40973399300128,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.52785982799833,138.04283406600007,138.02644201500516,None,138.02644201500516,None,-0.001388888888888889,-0.15902777777777777,1,0,0,AF_image_2,[ 0.   -0.16],0.5109970776684349,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,materials/Asian/Female/S_A_F_06_250.png,materials/Asian/Female/S_A_F_06_250.png,,S,,,,,0,2,2,0,0,13,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.87664352200227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.91065187299682,139.42653753999912,139.4097844689968,None,139.4097844689968,None,0.004861111111111111,0.1326388888888889,1,0,0,AF_image_1,[0.   0.16],0.5122219346667407,None,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,1,0,0,0,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_03_250.png,materials/Caucasian/Female/S_C_F_03_250.png,,S,,,,,0,3,3,2,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.45977089600638,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.41091737699753,140.90986343300028,140.90986343300028,None,140.90986343300028,None,-0.009027777777777777,-0.11527777777777778,1,0,0,CF_image_2,[ 0.   -0.16],0.5135756560048321,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_07_250.png,materials/Caucasian/Female/S_C_F_07_250.png,,S,,,,,0,3,3,2,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.02641352600767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.9608175970061,142.46015041400096,142.46015041400096,None,142.46015041400096,None,0.0125,0.15069444444444444,1,0,0,CF_image_1,[0.   0.16],0.5126391166559188,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_01_250.png,materials/Caucasian/Female/L_C_F_01_270.png,,DLD,,,,,0,3,3,2,,,,,,,,,0,2,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.60979640499863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.52746184600983,144.02660184699926,144.02660184699926,None,144.02660184699926,None,-0.006944444444444444,-0.10486111111111111,1,0,0,CF_image_2,[ 0.   -0.16],0.5122470776550472,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_05_250.png,materials/Caucasian/Female/S_C_F_05_250.png,,S,,,,,0,3,3,2,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.17640525499883,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.11081945500337,145.62662192000425,145.60984782900778,None,145.60984782900778,None,0.011111111111111112,0.11805555555555555,1,0,0,CF_image_1,[0.   0.16],0.513255718673463,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_09_250.png,materials/Caucasian/Female/S_C_F_09_250.png,,S,,,,,0,3,3,2,,,,,,,,,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.74346066600992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.67797448500642,147.19367541899555,147.1769323490007,None,147.1769323490007,None,0.002777777777777778,-0.10972222222222222,1,0,0,CF_image_2,[ 0.   -0.16],0.5125058196717873,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_01_250.png,materials/Caucasian/Female/S_C_F_01_250.png,,S,,,,,0,3,3,2,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.11021646400332,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.24407076500938,148.74364615700324,148.74364615700324,None,148.74364615700324,None,0.017361111111111112,0.1423611111111111,1,0,0,CF_image_1,[0.   0.16],0.5127884236571845,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_08_250.png,materials/Caucasian/Female/S_C_F_08_250.png,,S,,,,,0,3,3,2,,,,,,,,,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.49361203100125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.61142511600337,150.12709744200401,150.11040918700746,None,150.11040918700746,None,-0.003472222222222222,-0.19166666666666668,1,0,0,CF_image_2,[ 0.   -0.16],0.5127949806628749,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/L_C_F_08_270.png,materials/Caucasian/Female/S_C_F_08_250.png,,DLU,,,,,0,3,3,2,,,,,,,,,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8272314450005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.99304361600662,151.4939297039964,151.4939297039964,None,151.4939297039964,None,0.009027777777777777,0.11875,1,0,0,CF_image_1,[0.   0.16],0.514276918649557,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_10_250.png,materials/Caucasian/Female/S_C_F_10_250.png,,S,,,,,0,3,3,2,,,,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.3105954979983,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.32832046000112,152.84379319600703,152.82728957400832,None,152.82728957400832,None,-0.006944444444444444,-0.12708333333333333,1,0,0,CF_image_2,[ 0.   -0.16],0.5117965296667535,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_06_250.png,materials/Caucasian/Female/S_C_F_06_250.png,,S,,,,,0,3,3,2,,,,,,,,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.64402549900115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.81125121400692,154.3106208399986,154.3106208399986,None,154.3106208399986,None,0.006944444444444444,0.09097222222222222,1,0,0,CF_image_1,[0.   0.16],0.5130281906604068,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/L_C_F_07_270.png,materials/Caucasian/Female/S_C_F_07_250.png,,DLU,,,,,0,3,3,2,,,,,,,,,0,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.160465398003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.14487079399987,155.64386226100032,155.64386226100032,None,155.64386226100032,None,-0.007638888888888889,-0.15,1,0,0,CF_image_2,[ 0.   -0.16],0.5126450866810046,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_02_250.png,materials/Caucasian/Female/S_C_F_02_250.png,,S,,,,,0,3,3,2,,,,,,,,,0,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.6774507180089,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.66122803599865,157.16074726999796,157.16074726999796,None,157.16074726999796,None,0.001388888888888889,0.12361111111111112,1,0,0,CF_image_1,[0.   0.16],0.5129276386578567,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_05_250.png,materials/Caucasian/Female/L_C_F_05_270.png,,DLD,,,,,0,3,3,2,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.1942185700027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.17817474399635,158.67756877699867,158.67756877699867,None,158.67756877699867,None,-0.0006944444444444445,-0.12430555555555556,1,0,0,CF_image_2,[ 0.   -0.16],0.5131675306620309,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,materials/Caucasian/Female/S_C_F_04_250.png,materials/Caucasian/Female/S_C_F_04_250.png,,S,,,,,0,3,3,2,,,,,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.7608281270077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.69498979800846,160.19387612800347,160.19387612800347,None,160.19387612800347,None,0.0006944444444444445,0.15555555555555556,1,0,0,CF_image_1,[0.   0.16],0.5126577816554345,None,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,0,0,1,0,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998,,,001,2020_Jun_13_1801,FatFace,2020.1.2,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.26039712800412,None,,,,,,,,,
